codigo_proyecto,nombre_proyecto,codigo_subdivision,nombre_subdivision,nombre_tipologia,nombre,total_habitaciones,precio_lista,precio lista miles,precio_venta,estado_comercial,Estado comercial,PISO,P_m2 dolares con dscto y area libre,area_techada,area_libre,area_total
MT,Matera,MT-B,Torre B,BX05 - 70.28 - 2 dorm - Externa,B1105,3,643920.98,S/ 643.92,0,disponible,Disponible,11,$2210,70.88,0,70.88
CP,Capadocia,CP-B,Torre B,BX06 - 65.28 - 3 dorm - Interna,B1106,3,523272.95,S/ 523.27,439549.27,vendido,Separado/Vendido,11,$1775,65.15,0,65.15
MT,Matera,MT-B,Torre B,BX06 - 67.82 - 3 dorm - Externa,B1106,3,563783.04,S/ 563.78,507405,vendido,Separado/Vendido,11,$2011,68.18,0,68.18
CP,Capadocia,CP-B,Torre B,BX07 - 69.52 - 3 dorm - Interna,B1107,3,558372,S/ 558.37,0,disponible,Disponible,11,$1902,69.52,0,69.52
CP,Capadocia,CP-B,Torre B,BX08 - 54.12 - 2 dorm - Interna,B1108,2,458589.51,S/ 458.59,0,disponible,Disponible,11,$2007,54.12,0,54.12
TZ,Tizón y Bueno,,,Tipo 01 - A,1101,2,391102.22,S/ 391.10,343000,vendido,Separado/Vendido,11,$1606,56.21,0,56.21
TZ,Tizón y Bueno,,,Tipo 02 - A,1102,3,558888.89,S/ 558.89,503000,vendido,Separado/Vendido,11,$1739,76.12,0,76.12
TZ,Tizón y Bueno,,,Tipo 03 - A,1103,3,434115.56,S/ 434.12,390703.97,vendido,Separado/Vendido,11,$1569,65.54,0,65.54
TZ,Tizón y Bueno,,,Tipo 04,1104,3,466666.67,S/ 466.67,420000,vendido,Separado/Vendido,11,$1540,71.77,0,71.77
TZ,Tizón y Bueno,,,Tipo 05,1105,2,356820,S/ 356.82,321138,vendido,Separado/Vendido,11,$1500,56.34,0,56.34
TZ,Tizón y Bueno,,,Tipo 06,1106,2,316666.67,S/ 316.67,285000,vendido,Separado/Vendido,11,$1473,50.9,0,50.9
TZ,Tizón y Bueno,,,Tipo 07,1107,3,478888.89,S/ 478.89,431000,vendido,Separado/Vendido,11,$1593,71.18,0,71.18
SL,Sialia,,,Tipo 1,1101,1,276977.78,S/ 276.98,0,disponible,Disponible,11,$1640,40,0,40
CRUZ,Edificio Santa Cruz Infinite,,,Tipo 1,1101,3,520800,S/ 520.80,520800,vendido,Separado/Vendido,11,$1907,71.85,0,71.85
MA,Edificio Mariategui,,,Tipo 1,1101,3,556400,S/ 556.40,528580,vendido,Separado/Vendido,11,$1763,78.9,0,78.9
GY,Alicanto,,,Tipo 1,1101,3,571557.55,S/ 571.56,0,disponible,Disponible,11,$1730,78.23,0,78.23
CUBA,Edificio Cuba Connect,,,Tipo 1,1101,3,592680,S/ 592.68,550690,vendido,Separado/Vendido,11,$1842,78.67,0,78.67
URT,Los Jardines de Urteaga,,,Tipo 1,1101,3,657153,S/ 657.15,657153,vendido,Separado/Vendido,11,$1658,104.31,0,104.31
EEUU,Edificio Urbanzen,,,Tipo 1,1101,3,706215.06,S/ 706.22,573769.85,vendido,Separado/Vendido,11,$1864,81,0,81
FX,Fenix,,,Tipo 1C,1101,3,500000,S/ 500.00,450000,vendido,Separado/Vendido,11,$1697,68.39,2.33,70.72
CUBA,Edificio Cuba Connect,,,TIPO 2,1102,1,370434,S/ 370.43,316120,vendido,Separado/Vendido,11,$1692,49.17,0,49.17
SL,Sialia,,,TIPO 2,1102,2,387160.89,S/ 387.16,348450,vendido,Separado/Vendido,11,$1600,57.31,0,57.31
CRUZ,Edificio Santa Cruz Infinite,,,TIPO 2,1102,1,515800,S/ 515.80,515800,vendido,Separado/Vendido,11,$1913,70.94,0,70.94
MA,Edificio Mariategui,,,TIPO 2,1102,3,528900,S/ 528.90,482688,vendido,Separado/Vendido,11,$1694,75,0,75
EEUU,Edificio Urbanzen,,,TIPO 2,1102,3,555612.08,S/ 555.61,499750.87,vendido,Separado/Vendido,11,$1877,70.08,0,70.08
GY,Alicanto,,,TIPO 2,1102,3,556972.69,S/ 556.97,0,disponible,Disponible,11,$1641,80.37,0,80.37
URT,Los Jardines de Urteaga,,,TIPO 2,1102,3,604989,S/ 604.99,604989,vendido,Separado/Vendido,11,$1658,96.03,0,96.03
FX,Fenix,,,Tipo 2C.2,1102,2,445000,S/ 445.00,0,disponible,Disponible,11,$1823,56.7,2.05,58.75
GY,Alicanto,,,Tipo 3,1103,1,283063.72,S/ 283.06,0,disponible,Disponible,11,$1675,40.02,0,40.02
EEUU,Edificio Urbanzen,,,Tipo 3,1103,1,358369.82,S/ 358.37,300000,vendido,Separado/Vendido,11,$1862,42.4,0,42.4
SL,Sialia,,,Tipo 3,1103,2,369953.22,S/ 369.95,332960,vendido,Separado/Vendido,11,$1790,48.95,0,48.95
CRUZ,Edificio Santa Cruz Infinite,,,Tipo 3,1103,3,489400,S/ 489.40,489400,vendido,Separado/Vendido,11,$1826,70.52,0,70.52
MA,Edificio Mariategui,,,Tipo 3,1103,3,533700,S/ 533.70,533700,vendido,Separado/Vendido,11,$1770,79.36,0,79.36
CUBA,Edificio Cuba Connect,,,Tipo 3,1103,3,628390,S/ 628.39,583870,vendido,Separado/Vendido,11,$1842,83.41,0,83.41
FX,Fenix,,,Tipo 3B,1103,3,455360.99,S/ 455.36,409900,vendido,Separado/Vendido,11,$1540,67.78,3.48,71.26
MA,Edificio Mariategui,,,Tipo 4,1104,1,285200,S/ 285.20,276644,vendido,Separado/Vendido,11,$1800,40.44,0,40.44
GY,Alicanto,,,Tipo 4,1104,2,376239.82,S/ 376.24,331406.33,vendido,Separado/Vendido,11,$1658,52.61,0,52.61
CRUZ,Edificio Santa Cruz Infinite,,,Tipo 4,1104,3,518500,S/ 518.50,456500,vendido,Separado/Vendido,11,$1696,70.85,0,70.85
SL,Sialia,,,Tipo 4,1104,3,536864,S/ 536.86,0,disponible,Disponible,11,$1800,70.64,0,70.64
CUBA,Edificio Cuba Connect,,,Tipo 4,1104,3,584317,S/ 584.32,478628,vendido,Separado/Vendido,11,$1624,77.56,0,77.56
EEUU,Edificio Urbanzen,,,Tipo 4,1104,3,607837.87,S/ 607.84,544500,vendido,Separado/Vendido,11,$1911,74.98,0,74.98
FX,Fenix,,,Tipo 4B,1104,2,347360.89,S/ 347.36,312507.25,vendido,Separado/Vendido,11,$1633,49.33,1.68,51.01
GY,Alicanto,,,TIPO 5,1105,2,391740.1,S/ 391.74,328000,vendido,Separado/Vendido,11,$1600,53.96,0,53.96
SL,Sialia,,,TIPO 5,1105,3,462206.67,S/ 462.21,0,disponible,Disponible,11,$1640,66.75,0,66.75
CRUZ,Edificio Santa Cruz Infinite,,,TIPO 5,1105,3,494400,S/ 494.40,435300,vendido,Separado/Vendido,11,$1607,71.27,0,71.27
CUBA,Edificio Cuba Connect,,,TIPO 5,1105,3,633211,S/ 633.21,547461,vendido,Separado/Vendido,11,$1714,84.05,0,84.05
FX,Fenix,,,Tipo 5B,1105,3,420603.95,S/ 420.60,378771.47,vendido,Separado/Vendido,11,$1490,65.99,1.38,67.37
GY,Alicanto,,,TIPO 6,1106,3,449048.74,S/ 449.05,0,disponible,Disponible,11,$1553,68.5,0,68.5
CRUZ,Edificio Santa Cruz Infinite,,,TIPO 6,1106,3,470060,S/ 470.06,470060,vendido,Separado/Vendido,11,$1700,72.76,0,72.76
CUBA,Edificio Cuba Connect,,,TIPO 6,1106,3,565000,S/ 565.00,565000,vendido,Separado/Vendido,11,$1779,83.56,0,83.56
SL,Sialia,,,Tipo 6A,1106,3,405065.64,S/ 405.07,0,disponible,Disponible,11,$1460,65.71,0,65.71
SL,Sialia,,,Tipo 7,1107,3,474280.96,S/ 474.28,426852.86,vendido,Separado/Vendido,11,$1610,69.77,0,69.77
SL,Sialia,,,Tipo 8A,1108,3,428494.33,S/ 428.49,0,disponible,Disponible,11,$1450,69.99,0,69.99
MD,Modena,,,X01 - 40.02 - 1 dorm - Interior,1101,1,325100.39,S/ 325.10,0,disponible,Disponible,11,$1924,40.02,0,40.02
MD,Modena,,,X02 - 73.02 - 3 dorm - Exterior,1102,3,587630.5,S/ 587.63,0,disponible,Disponible,11,$1906,73.02,0,73.02
MD,Modena,,,X03 - 57.39 - 2 dorm - Exterior,1103,2,466016.41,S/ 466.02,0,disponible,Disponible,11,$1933,57.1,0,57.1
MD,Modena,,,X04 - 54.76 - 2 dorm - Exterior,1104,2,446184.19,S/ 446.18,379256.56,proceso de separación,Separado/Vendido,11,$1826,54.67,0,54.67
MD,Modena,,,X05 - 76.41 - 3 dorm - Exterior,1105,3,614106.88,S/ 614.11,0,disponible,Disponible,11,$1906,76.31,0,76.31
MD,Modena,,,X06 - 38.20 - 1 dorm - Interior,1106,1,325669.04,S/ 325.67,0,disponible,Disponible,11,$1924,40.09,0,40.09
MD,Modena,,,X07 - 48.64 - 2 dorm - Interior,1107,2,380353.51,S/ 380.35,0,disponible,Disponible,11,$1852,48.64,0,48.64
MD,Modena,,,X08 - 73.56 - 3 dorm - Interior,1108,3,548620.3,S/ 548.62,0,disponible,Disponible,11,$1767,73.55,0,73.55
MD,Modena,,,X09 - 53.05 - 2 dorm - Interior,1109,2,414604.09,S/ 414.60,0,disponible,Disponible,11,$1852,53.02,0,53.02
NP,Torre Nápoles,NP-B,Torre B,,A1216,,186532.06,S/ 186.53,0,no disponible,No Disponible,12,$1504,30.17,0,30.17
NP,Torre Nápoles,NP-B,Torre B,,B1202,,188452.36,S/ 188.45,0,no disponible,No Disponible,12,$1587,28.89,0,28.89
NP,Torre Nápoles,NP-B,Torre B,,A1215,,228559.21,S/ 228.56,0,no disponible,No Disponible,12,$1471,37.8,0,37.8
NP,Torre Nápoles,NP-B,Torre B,,B1205,,229103.4,S/ 229.10,0,no disponible,No Disponible,12,$1471,37.89,0,37.89
NP,Torre Nápoles,NP-B,Torre B,,A1212,,311487.61,S/ 311.49,0,no disponible,No Disponible,12,$1446,52.4,0,52.4
NP,Torre Nápoles,NP-B,Torre B,,A1211,,329201.98,S/ 329.20,0,no disponible,No Disponible,12,$1446,55.38,0,55.38
NP,Torre Nápoles,NP-B,Torre B,,B1201,,330770.08,S/ 330.77,0,no disponible,No Disponible,12,$1529,52.63,0,52.63
NP,Torre Nápoles,NP-B,Torre B,,B1204,,332483.32,S/ 332.48,0,no disponible,No Disponible,12,$1429,56.58,0,56.58
NP,Torre Nápoles,NP-B,Torre B,,A1214,,352685.48,S/ 352.69,0,no disponible,No Disponible,12,$1454,59,0,59
NP,Torre Nápoles,NP-B,Torre B,,A1213,,354717.9,S/ 354.72,0,no disponible,No Disponible,12,$1454,59.34,0,59.34
NP,Torre Nápoles,NP-B,Torre B,,B1203,,424789.84,S/ 424.79,0,no disponible,No Disponible,12,$1512,68.33,0,68.33
ES,Edificio Saenz,,,1,1201,3,503800,S/ 503.80,481300,proceso de separación,Separado/Vendido,12,$1673,75.71,0,75.71
ES,Edificio Saenz,,,1202,1202,2,497400,S/ 497.40,462582,vendido,Separado/Vendido,12,$1863,53.36,22.3,75.66
ES,Edificio Saenz,,,1205,1205,2,568600,S/ 568.60,528798,vendido,Separado/Vendido,12,$1824,75.05,2.29,77.34
ES,Edificio Saenz,,,3,1203,3,497400,S/ 497.40,497400,vendido,Separado/Vendido,12,$2035,53.36,22.3,75.66
ES,Edificio Saenz,,,4,1204,3,561200,S/ 561.20,561200,vendido,Separado/Vendido,12,$1976,74.73,0,74.73
ES,Edificio Saenz,,,6,1206,3,465500,S/ 465.50,465500,vendido,Separado/Vendido,12,$1602,75.05,2.29,77.34
MT,Matera,MT-A,Torre A,AX01 - 54.57 - 2 dorm - Exterior,A1201,2,462402.62,S/ 462.40,416162,vendido,Separado/Vendido,12,$2047,54.94,0,54.94
NP,Torre Nápoles,NP-A,Torre A,AX01 - 57.04 - 2 dorm - Exterior,A1201,2,357940.53,S/ 357.94,0,disponible,Disponible,12,$1526,57.04,0,57.04
CP,Capadocia,CP-A,Torre A,AX01 - 68.81 - 3 dorm - Exterior,A1201,3,594119.61,S/ 594.12,0,disponible,Disponible,12,$2045,68.81,0,68.81
CP,Capadocia,CP-A,Torre A,AX02 - 40.13 - 1 dorm - Exterior,A1202,1,362606.47,S/ 362.61,0,disponible,Disponible,12,$2140,40.13,0,40.13
MT,Matera,MT-A,Torre A,AX02 - 54.57 - 1 dorm - Exterior,A1202,1,384551.56,S/ 384.55,0,disponible,Disponible,12,$2327,40.2,0,40.2
NP,Torre Nápoles,NP-A,Torre A,AX02 - 55.48 - 2 dorm - Exterior,A1202,2,350056.67,S/ 350.06,0,disponible,Disponible,12,$1535,55.48,0,55.48
NP,Torre Nápoles,NP-A,Torre A,AX03 - 39.01 - 1 dorm - Exterior,A1203,1,261409.05,S/ 261.41,223758.98,vendido,Separado/Vendido,12,$1507,40.12,0,40.12
CP,Capadocia,CP-A,Torre A,AX03 - 71.88 - 3 dorm - Exterior,A1203,3,620626.62,S/ 620.63,0,disponible,Disponible,12,$2045,71.88,0,71.88
MT,Matera,MT-A,Torre A,AX03 - 76.85 - 3 dorm - Exterior,A1203,3,700872,S/ 700.87,610000,vendido,Separado/Vendido,12,$2130,77.4,0,77.4
NP,Torre Nápoles,NP-A,Torre A,AX04 - 66.68 - 3 dorm - Interna,A1204,3,400803.15,S/ 400.80,0,disponible,Disponible,12,$1489,65.49,0,65.49
MT,Matera,MT-A,Torre A,AX04 - 67.60 - 3 dorm - Interna,A1204,3,480511.55,S/ 480.51,429460,vendido,Separado/Vendido,12,$1707,67.98,0,67.98
MT,Matera,MT-A,Torre A,AX05 - 65.50 - 2 dorm - Interna,A1205,2,479496.67,S/ 479.50,0,disponible,Disponible,12,$2064,56.51,0,56.51
NP,Torre Nápoles,NP-A,Torre A,AX05 - 65.81 - 3 dorm - Exterior,A1205,3,402795.17,S/ 402.80,0,disponible,Disponible,12,$1489,65.81,0,65.81
MT,Matera,MT-A,Torre A,AX06 - 39.43 - 1 dorm - Interna,A1206,1,351277.49,S/ 351.28,0,disponible,Disponible,12,$2043,41.82,0,41.82
NP,Torre Nápoles,NP-A,Torre A,AX06 - 68.65 - 3 dorm - Exterior,A1206,3,415620.76,S/ 415.62,371058.68,vendido,Separado/Vendido,12,$1461,68.65,0,68.65
MT,Matera,MT-A,Torre A,AX07 - 37.75 - 1 dorm - Interna,A1207,1,297137.11,S/ 297.14,267423.39,vendido,Separado/Vendido,12,$1806,40.02,0,40.02
NP,Torre Nápoles,NP-A,Torre A,AX07 - 57.06 - 2 dorm - Interna,A1207,2,341255.6,S/ 341.26,0,disponible,Disponible,12,$1455,57.06,0,57.06
NP,Torre Nápoles,NP-A,Torre A,AX08 - 38 - 1 dorm - Interna,A1208,1,249753.14,S/ 249.75,0,disponible,Disponible,12,$1515,40.09,0,40.09
MT,Matera,MT-A,Torre A,AX08 - 53.93 - 2 dorm - Interna,A1208,2,448577.76,S/ 448.58,0,no disponible,No Disponible,12,$2023,53.93,0,53.93
NP,Torre Nápoles,NP-A,Torre A,AX09 - 38.06 - 1 dorm - Interna,A1209,1,249628.54,S/ 249.63,0,disponible,Disponible,12,$1515,40.07,0,40.07
MT,Matera,MT-A,Torre A,AX09 - 70.63 - 3 dorm - Interna,A1209,3,569591.71,S/ 569.59,0,disponible,Disponible,12,$1949,71.08,0,71.08
NP,Torre Nápoles,NP-A,Torre A,AX10 - 36.98 - 1 dorm - Interna,A1210,1,251580.88,S/ 251.58,0,disponible,Disponible,12,$1524,40.16,0,40.16
CP,Capadocia,CP-B,Torre B,BX01 - 50.29 - 2 dorm - Interna,B1201,2,405939.74,S/ 405.94,357226.97,vendido,Separado/Vendido,12,$1869,50.29,0,50.29
MT,Matera,MT-B,Torre B,BX01 - 58.04 - 2 dorm - Interna,B1201,2,412557.55,S/ 412.56,368301.8,vendido,Separado/Vendido,12,$1754,56.75,0,56.75
MT,Matera,MT-B,Torre B,BX02 - 55.29 - 2 dorm - Interna,B1202,2,469227.8,S/ 469.23,0,disponible,Disponible,12,$2064,55.29,0,55.29
CP,Capadocia,CP-B,Torre B,BX02 - 63.07 - 2 dorm - Externa,B1202,2,607880.13,S/ 607.88,500000,vendido,Separado/Vendido,12,$2086,63.07,0,63.07
MT,Matera,MT-B,Torre B,BX03 - 36.31 - 1 dorm - Interna,B1203,1,285802.61,S/ 285.80,257222.34,vendido,Separado/Vendido,12,$1910,36.39,0,36.39
CP,Capadocia,CP-B,Torre B,BX03 - 66.87 - 2 dorm - Externa,B1203,2,617650.83,S/ 617.65,0,disponible,Disponible,12,$2188,66.87,0,66.87
MT,Matera,MT-B,Torre B,BX04 - 39.50 - 1 dorm - Interna,B1204,1,310911.68,S/ 310.91,270500,proceso de separación,Separado/Vendido,12,$1828,40,0,40
CP,Capadocia,CP-B,Torre B,BX04 - 78.12 - 3 dorm - Externa,B1204,3,705876.34,S/ 705.88,673000.34,vendido,Separado/Vendido,12,$2267,78.12,0,78.12
CP,Capadocia,CP-B,Torre B,BX05 - 57.36 - 2 dorm - Interna,B1205,2,506775.6,S/ 506.78,436000,vendido,Separado/Vendido,12,$2000,57.36,0,57.36
MT,Matera,MT-B,Torre B,BX05 - 70.28 - 2 dorm - Externa,B1205,3,640953.6,S/ 640.95,564039.17,proceso de separación,Separado/Vendido,12,$2151,70.88,0,70.88
CP,Capadocia,CP-B,Torre B,BX06 - 65.28 - 3 dorm - Interna,B1206,3,520656.59,S/ 520.66,458177.79,vendido,Separado/Vendido,12,$1851,65.15,0,65.15
MT,Matera,MT-B,Torre B,BX06 - 67.82 - 3 dorm - Externa,B1206,3,529411.77,S/ 529.41,450000,vendido,Separado/Vendido,12,$1784,68.18,0,68.18
CP,Capadocia,CP-B,Torre B,BX07 - 69.52 - 3 dorm - Interna,B1207,3,555580.14,S/ 555.58,0,disponible,Disponible,12,$1893,69.52,0,69.52
CP,Capadocia,CP-B,Torre B,BX08 - 54.12 - 2 dorm - Interna,B1208,2,456416.1,S/ 456.42,0,disponible,Disponible,12,$1997,54.12,0,54.12
TZ,Tizón y Bueno,,,Tipo 01 - A,1201,2,372222.22,S/ 372.22,335000,vendido,Separado/Vendido,12,$1568,56.21,0,56.21
TZ,Tizón y Bueno,,,Tipo 02 - A,1202,3,507411.11,S/ 507.41,456670,vendido,Separado/Vendido,12,$1579,76.12,0,76.12
TZ,Tizón y Bueno,,,Tipo 03 - A,1203,3,431488.06,S/ 431.49,382336.33,vendido,Separado/Vendido,12,$1535,65.54,0,65.54
TZ,Tizón y Bueno,,,Tipo 04,1204,3,464222.22,S/ 464.22,417800,vendido,Separado/Vendido,12,$1532,71.77,0,71.77
TZ,Tizón y Bueno,,,Tipo 05,1205,2,377766.67,S/ 377.77,339990,vendido,Separado/Vendido,12,$1588,56.34,0,56.34
TZ,Tizón y Bueno,,,Tipo 06,1206,2,354046.67,S/ 354.05,318642,vendido,Separado/Vendido,12,$1647,50.9,0,50.9
TZ,Tizón y Bueno,,,Tipo 07,1207,3,450777.78,S/ 450.78,355100,vendido,Separado/Vendido,12,$1313,71.18,0,71.18
SL,Sialia,,,Tipo 1,1201,1,275288.89,S/ 275.29,0,disponible,Disponible,12,$1630,40,0,40
MA,Edificio Mariategui,,,Tipo 1,1201,3,549900,S/ 549.90,549900,vendido,Separado/Vendido,12,$1834,78.9,0,78.9
GY,Alicanto,,,Tipo 1,1201,3,570285.29,S/ 570.29,0,disponible,Disponible,12,$1727,78.23,0,78.23
CUBA,Edificio Cuba Connect,,,Tipo 1,1201,3,592680,S/ 592.68,500000,vendido,Separado/Vendido,12,$1673,78.67,0,78.67
CRUZ,Edificio Santa Cruz Infinite,,,Tipo 1,1201,3,603200,S/ 603.20,603200,vendido,Separado/Vendido,12,$2209,71.85,0,71.85
URT,Los Jardines de Urteaga,,,Tipo 1,1201,3,657153,S/ 657.15,657153,vendido,Separado/Vendido,12,$1658,104.31,0,104.31
EEUU,Edificio Urbanzen,,,Tipo 1,1201,3,755555.56,S/ 755.56,680000,proceso de separación,Separado/Vendido,12,$2209,81,0,81
FX,Fenix,,,Tipo 1D,1201,3,530100,S/ 530.10,0,disponible,Disponible,12,$1800,69.75,0,69.75
CUBA,Edificio Cuba Connect,,,TIPO 2,1202,1,370434,S/ 370.43,344190,vendido,Separado/Vendido,12,$1842,49.17,0,49.17
SL,Sialia,,,TIPO 2,1202,2,382321.38,S/ 382.32,0,disponible,Disponible,12,$1580,57.31,0,57.31
CRUZ,Edificio Santa Cruz Infinite,,,TIPO 2,1202,1,507500,S/ 507.50,507500,vendido,Separado/Vendido,12,$1883,70.94,0,70.94
MA,Edificio Mariategui,,,TIPO 2,1202,3,522800,S/ 522.80,476736,vendido,Separado/Vendido,12,$1673,75,0,75
GY,Alicanto,,,TIPO 2,1202,3,555718.95,S/ 555.72,460000,vendido,Separado/Vendido,12,$1506,80.37,0,80.37
URT,Los Jardines de Urteaga,,,TIPO 2,1202,3,604989,S/ 604.99,604989,vendido,Separado/Vendido,12,$1658,96.03,0,96.03
EEUU,Edificio Urbanzen,,,TIPO 2,1202,3,627293.87,S/ 627.29,0,disponible,Disponible,12,$2120,70.08,0,70.08
FX,Fenix,,,Tipo 2D,1202,2,397193.73,S/ 397.19,357474.35,vendido,Separado/Vendido,12,$1660,56.67,0,56.67
GY,Alicanto,,,Tipo 3,1203,1,282469.99,S/ 282.47,0,disponible,Disponible,12,$1672,40.02,0,40.02
SL,Sialia,,,Tipo 3,1203,2,322222.22,S/ 322.22,290000,vendido,Separado/Vendido,12,$1559,48.95,0,48.95
EEUU,Edificio Urbanzen,,,Tipo 3,1203,1,356586.89,S/ 356.59,295000,vendido,Separado/Vendido,12,$1831,42.4,0,42.4
CRUZ,Edificio Santa Cruz Infinite,,,Tipo 3,1203,3,516100,S/ 516.10,490295,vendido,Separado/Vendido,12,$1830,70.52,0,70.52
MA,Edificio Mariategui,,,Tipo 3,1203,3,527500,S/ 527.50,476045,vendido,Separado/Vendido,12,$1579,79.36,0,79.36
CUBA,Edificio Cuba Connect,,,Tipo 3,1203,3,628390,S/ 628.39,550000,vendido,Separado/Vendido,12,$1735,83.41,0,83.41
FX,Fenix,,,Tipo 3A,1203,3,483647.96,S/ 483.65,0,disponible,Disponible,12,$1690,67.78,0,67.78
MA,Edificio Mariategui,,,Tipo 4,1204,1,281900,S/ 281.90,281900,vendido,Separado/Vendido,12,$1834,40.44,0,40.44
GY,Alicanto,,,Tipo 4,1204,2,379384.18,S/ 379.38,334177.04,vendido,Separado/Vendido,12,$1672,52.61,0,52.61
CRUZ,Edificio Santa Cruz Infinite,,,Tipo 4,1204,3,518500,S/ 518.50,385400,vendido,Separado/Vendido,12,$1431,70.85,0,70.85
SL,Sialia,,,Tipo 4,1204,3,533881.42,S/ 533.88,0,disponible,Disponible,12,$1790,70.64,0,70.64
CUBA,Edificio Cuba Connect,,,Tipo 4,1204,3,584317,S/ 584.32,542920,vendido,Separado/Vendido,12,$1842,77.56,0,77.56
EEUU,Edificio Urbanzen,,,Tipo 4,1204,3,633333.33,S/ 633.33,570000,vendido,Separado/Vendido,12,$2001,74.98,0,74.98
FX,Fenix,,,Tipo 4A,1204,2,333333.74,S/ 333.33,300000,vendido,Separado/Vendido,12,$1508,52.35,0,52.35
GY,Alicanto,,,TIPO 5,1205,2,389643.37,S/ 389.64,329209.44,vendido,Separado/Vendido,12,$1606,53.96,0,53.96
SL,Sialia,,,TIPO 5,1205,3,459388.33,S/ 459.39,413449.5,vendido,Separado/Vendido,12,$1630,66.75,0,66.75
CRUZ,Edificio Santa Cruz Infinite,,,TIPO 5,1205,3,521600,S/ 521.60,459200,vendido,Separado/Vendido,12,$1696,71.27,0,71.27
CUBA,Edificio Cuba Connect,,,TIPO 5,1205,3,633211,S/ 633.21,492973,vendido,Separado/Vendido,12,$1543,84.05,0,84.05
FX,Fenix,,,Tipo 5A,1205,3,434000,S/ 434.00,390600,vendido,Separado/Vendido,12,$1590,63.99,1.06,65.05
GY,Alicanto,,,TIPO 6,1206,3,448049.18,S/ 448.05,392000,vendido,Separado/Vendido,12,$1506,68.5,0,68.5
CRUZ,Edificio Santa Cruz Infinite,,,TIPO 6,1206,3,532500,S/ 532.50,505875,vendido,Separado/Vendido,12,$1830,72.76,0,72.76
CUBA,Edificio Cuba Connect,,,TIPO 6,1206,3,611533,S/ 611.53,574841.02,vendido,Separado/Vendido,12,$1810,83.56,0,83.56
SL,Sialia,,,Tipo 6A,1206,3,402291.22,S/ 402.29,0,disponible,Disponible,12,$1450,65.71,0,65.71
SL,Sialia,,,Tipo 7,1207,3,486064.33,S/ 486.06,0,disponible,Disponible,12,$1650,69.77,0,69.77
SL,Sialia,,,Tipo 8B,1208,3,420732.62,S/ 420.73,0,disponible,Disponible,12,$1440,68.38,1.18,69.56
MD,Modena,,,X01 - 40.02 - 1 dorm - Interior,1201,1,323581.24,S/ 323.58,0,disponible,Disponible,12,$1915,40.02,0,40.02
MD,Modena,,,X02 - 73.02 - 3 dorm - Exterior,1202,3,584858.66,S/ 584.86,0,disponible,Disponible,12,$1897,73.02,0,73.02
MD,Modena,,,X03 - 57.39 - 2 dorm - Exterior,1203,2,463848.9,S/ 463.85,403548.54,proceso de separación,Separado/Vendido,12,$1860,57.1,0,57.1
MD,Modena,,,X04 - 54.76 - 2 dorm - Exterior,1204,2,444108.92,S/ 444.11,387010.83,vendido,Separado/Vendido,12,$1863,54.67,0,54.67
MD,Modena,,,X05 - 76.41 - 3 dorm - Exterior,1205,3,611210.14,S/ 611.21,0,disponible,Disponible,12,$1897,76.31,0,76.31
MD,Modena,,,X06 - 38.20 - 1 dorm - Interior,1206,1,324147.22,S/ 324.15,0,disponible,Disponible,12,$1915,40.09,0,40.09
MD,Modena,,,X07 - 48.64 - 2 dorm - Interior,1207,2,378507.14,S/ 378.51,0,disponible,Disponible,12,$1843,48.64,0,48.64
MD,Modena,,,X08 - 75.52 - 3 dorm - Interior,1208,3,545828.34,S/ 545.83,0,disponible,Disponible,12,$1758,73.55,0,73.55
MD,Modena,,,X09 - 53.05 - 2 dorm - Interior,1209,2,412591.45,S/ 412.59,0,disponible,Disponible,12,$1843,53.02,0,53.02
NP,Torre Nápoles,NP-B,Torre B,,A1316,,185527.4,S/ 185.53,0,no disponible,No Disponible,13,$1496,30.17,0,30.17
NP,Torre Nápoles,NP-B,Torre B,,B1302,,187490.32,S/ 187.49,0,no disponible,No Disponible,13,$1579,28.89,0,28.89
NP,Torre Nápoles,NP-B,Torre B,,A1315,,227300.47,S/ 227.30,0,no disponible,No Disponible,13,$1463,37.8,0,37.8
NP,Torre Nápoles,NP-B,Torre B,,B1305,,227841.66,S/ 227.84,0,no disponible,No Disponible,13,$1463,37.89,0,37.89
MA,Edificio Mariategui,,,,1304,,278600,S/ 278.60,253920,vendido,Separado/Vendido,13,$1652,40.44,0,40.44
NP,Torre Nápoles,NP-B,Torre B,,A1312,,309742.69,S/ 309.74,0,no disponible,No Disponible,13,$1438,52.4,0,52.4
NP,Torre Nápoles,NP-B,Torre B,,A1311,,327357.83,S/ 327.36,0,no disponible,No Disponible,13,$1438,55.38,0,55.38
NP,Torre Nápoles,NP-B,Torre B,,B1301,,329017.5,S/ 329.02,0,no disponible,No Disponible,13,$1521,52.63,0,52.63
NP,Torre Nápoles,NP-B,Torre B,,B1304,,330599.2,S/ 330.60,0,no disponible,No Disponible,13,$1421,56.58,0,56.58
NP,Torre Nápoles,NP-B,Torre B,,A1314,,350720.78,S/ 350.72,0,no disponible,No Disponible,13,$1446,59,0,59
NP,Torre Nápoles,NP-B,Torre B,,A1313,,352741.88,S/ 352.74,0,no disponible,No Disponible,13,$1446,59.34,0,59.34
NP,Torre Nápoles,NP-B,Torre B,,B1303,,422514.46,S/ 422.51,0,no disponible,No Disponible,13,$1504,68.33,0,68.33
