codigo_proyecto,nombre_proyecto,codigo_subdivision,nombre_subdivision,nombre_tipologia,nombre,total_habitaciones,precio_lista,precio lista miles,precio_venta,estado_comercial,Estado comercial,PISO,P_m2 dolares con dscto y area libre,area_techada,area_libre,area_total
FX,Fenix,,,Tipo 4B,904,2,366805.19,S/ 366.81,330000.44,vendido,Separado/Vendido,9,$1692,50.33,1.68,52.01
GY,Alicanto,,,TIPO 5,905,2,391981.66,S/ 391.98,352783.49,vendido,Separado/Vendido,9,$1720,53.96,0,53.96
SL,Sialia,,,TIPO 5,905,3,467843.33,S/ 467.84,408856,vendido,Separado/Vendido,9,$1612,66.75,0,66.75
CRUZ,Edificio Santa Cruz Infinite,,,TIPO 5,905,3,509800,S/ 509.80,448800,vendido,Separado/Vendido,9,$1657,71.27,0,71.27
CUBA,Edificio Cuba Connect,,,TIPO 5,905,3,651303,S/ 651.30,570000,vendido,Separado/Vendido,9,$1785,84.05,0,84.05
FX,Fenix,,,Tipo 5B,905,3,430857.33,S/ 430.86,388000,vendido,Separado/Vendido,9,$1526,65.99,1.38,67.37
GY,Alicanto,,,TIPO 6,906,3,457313.13,S/ 457.31,0,disponible,Disponible,9,$1559,69.49,0,69.49
CRUZ,Edificio Santa Cruz Infinite,,,TIPO 6,906,3,488928,S/ 488.93,488928,vendido,Separado/Vendido,9,$1768,72.76,0,72.76
CUBA,Edificio Cuba Connect,,,TIPO 6,906,3,629520,S/ 629.52,629520,vendido,Separado/Vendido,9,$1983,83.56,0,83.56
SL,Sialia,,,Tipo 6A,906,3,410614.49,S/ 410.61,0,disponible,Disponible,9,$1480,65.71,0,65.71
SL,Sialia,,,Tipo 7,907,3,474870.12,S/ 474.87,0,disponible,Disponible,9,$1612,69.77,0,69.77
SL,Sialia,,,Tipo 8A,908,3,434404.6,S/ 434.40,0,disponible,Disponible,9,$1470,69.99,0,69.99
MD,Modena,,,X01 - 40.02 - 1 dorm - Interior,901,1,328138.72,S/ 328.14,0,disponible,Disponible,9,$1942,40.02,0,40.02
MD,Modena,,,X02 - 73.02 - 3 dorm - Exterior,902,3,593174.19,S/ 593.17,0,disponible,Disponible,9,$1924,73.02,0,73.02
MD,Modena,,,X03 - 57.39 - 2 dorm - Exterior,903,2,470351.45,S/ 470.35,0,disponible,Disponible,9,$1951,57.1,0,57.1
MD,Modena,,,X04 - 54.76 - 2 dorm - Exterior,904,2,450334.74,S/ 450.33,0,disponible,Disponible,9,$1951,54.67,0,54.67
MD,Modena,,,X05 - 76.41 - 3 dorm - Exterior,905,3,619900.34,S/ 619.90,0,disponible,Disponible,9,$1924,76.31,0,76.31
MD,Modena,,,X06 - 38.34 - 1 dorm - Interior,906,1,328712.67,S/ 328.71,0,disponible,Disponible,9,$1942,40.09,0,40.09
MD,Modena,,,X07 - 49.01 - 2 dorm - Interior,907,2,386967.67,S/ 386.97,356000,vendido,Separado/Vendido,9,$1912,49.01,0,49.01
MD,Modena,,,X08 - 74.88 - 3 dorm - Interior,908,3,564075.16,S/ 564.08,0,disponible,Disponible,9,$1785,74.86,0,74.86
MD,Modena,,,X09 - 53.05 - 2 dorm - Interior,909,2,418629.37,S/ 418.63,0,disponible,Disponible,9,$1870,53.02,0,53.02
NP,Torre Nápoles,NP-B,Torre B,,A1016,,188541.38,S/ 188.54,0,no disponible,No Disponible,10,$1520,30.17,0,30.17
NP,Torre Nápoles,NP-B,Torre B,,B1002,,190376.43,S/ 190.38,0,no disponible,No Disponible,10,$1603,28.89,0,28.89
NP,Torre Nápoles,NP-B,Torre B,,A1015,,231076.69,S/ 231.08,0,no disponible,No Disponible,10,$1487,37.8,0,37.8
NP,Torre Nápoles,NP-B,Torre B,,B1005,,231626.87,S/ 231.63,0,no disponible,No Disponible,10,$1487,37.89,0,37.89
MA,Edificio Mariategui,,,,1004,,288500,S/ 288.50,274400,vendido,Separado/Vendido,10,$1786,40.44,0,40.44
NP,Torre Nápoles,NP-B,Torre B,,A1012,,314977.45,S/ 314.98,0,no disponible,No Disponible,10,$1462,52.4,0,52.4
NP,Torre Nápoles,NP-B,Torre B,,A1011,,332890.29,S/ 332.89,0,no disponible,No Disponible,10,$1462,55.38,0,55.38
NP,Torre Nápoles,NP-B,Torre B,,B1001,,334275.23,S/ 334.28,0,no disponible,No Disponible,10,$1545,52.63,0,52.63
NP,Torre Nápoles,NP-B,Torre B,,B1004,,336251.55,S/ 336.25,0,no disponible,No Disponible,10,$1446,56.58,0,56.58
NP,Torre Nápoles,NP-B,Torre B,,A1014,,356614.88,S/ 356.61,0,no disponible,No Disponible,10,$1470,59,0,59
NP,Torre Nápoles,NP-B,Torre B,,A1013,,358669.95,S/ 358.67,0,no disponible,No Disponible,10,$1470,59.34,0,59.34
NP,Torre Nápoles,NP-B,Torre B,,B1003,,429340.62,S/ 429.34,0,no disponible,No Disponible,10,$1528,68.33,0,68.33
MA,Edificio Mariategui,,,,1002,,535100,S/ 535.10,508900,vendido,Separado/Vendido,10,$1786,75,0,75
ES,Edificio Saenz,,,1,1001,3,386100,S/ 386.10,386100,vendido,Separado/Vendido,10,$1291,78.73,0,78.73
ES,Edificio Saenz,,,2,1002,3,387460,S/ 387.46,387460,vendido,Separado/Vendido,10,$1361,74.92,0,74.92
ES,Edificio Saenz,,,3,1003,3,397460,S/ 397.46,397460,vendido,Separado/Vendido,10,$1396,74.92,0,74.92
ES,Edificio Saenz,,,4,1004,3,383720,S/ 383.72,383720,vendido,Separado/Vendido,10,$1290,78.26,0,78.26
ES,Edificio Saenz,,,5,1005,3,424520,S/ 424.52,424520,vendido,Separado/Vendido,10,$1304,85.64,0,85.64
ES,Edificio Saenz,,,6,1006,3,433000,S/ 433.00,418400,proceso de separación,Separado/Vendido,10,$1348,81.69,0,81.69
MT,Matera,MT-A,Torre A,AX01 - 54.57 - 2 dorm - Exterior,A1001,2,513806.87,S/ 513.81,0,disponible,Disponible,10,$2275,54.94,0,54.94
NP,Torre Nápoles,NP-A,Torre A,AX01 - 57.04 - 2 dorm - Exterior,A1001,2,361739.4,S/ 361.74,0,disponible,Disponible,10,$1543,57.04,0,57.04
CP,Capadocia,CP-A,Torre A,AX01 - 68.81 - 3 dorm - Exterior,A1001,3,599646.31,S/ 599.65,0,disponible,Disponible,10,$2064,68.81,0,68.81
CP,Capadocia,CP-A,Torre A,AX02 - 40.13 - 1 dorm - Exterior,A1002,1,365829.64,S/ 365.83,285842.24,vendido,Separado/Vendido,10,$1874,40.13,0,40.13
MT,Matera,MT-A,Torre A,AX02 - 54.57 - 1 dorm - Exterior,A1002,1,387954.67,S/ 387.95,0,disponible,Disponible,10,$2347,40.2,0,40.2
NP,Torre Nápoles,NP-A,Torre A,AX02 - 55.48 - 2 dorm - Exterior,A1002,2,353751.64,S/ 353.75,0,disponible,Disponible,10,$1551,55.48,0,55.48
NP,Torre Nápoles,NP-A,Torre A,AX03 - 39.01 - 1 dorm - Exterior,A1003,1,264081.04,S/ 264.08,0,disponible,Disponible,10,$1601,40.12,0,40.12
CP,Capadocia,CP-A,Torre A,AX03 - 71.88 - 3 dorm - Exterior,A1003,3,626399.89,S/ 626.40,0,disponible,Disponible,10,$2064,71.88,0,71.88
MT,Matera,MT-A,Torre A,AX03 - 76.85 - 3 dorm - Exterior,A1003,3,707361.55,S/ 707.36,0,disponible,Disponible,10,$2223,77.4,0,77.4
NP,Torre Nápoles,NP-A,Torre A,AX04 - 66.68 - 3 dorm - Interna,A1004,3,405164.79,S/ 405.16,0,disponible,Disponible,10,$1505,65.49,0,65.49
MT,Matera,MT-A,Torre A,AX04 - 67.60 - 3 dorm - Interna,A1004,3,485941.06,S/ 485.94,452000,vendido,Separado/Vendido,10,$1797,67.98,0,67.98
MT,Matera,MT-A,Torre A,AX05 - 65.50 - 2 dorm - Interna,A1005,2,484267.78,S/ 484.27,0,disponible,Disponible,10,$2084,56.51,0,56.51
NP,Torre Nápoles,NP-A,Torre A,AX05 - 65.81 - 3 dorm - Exterior,A1005,3,407178.12,S/ 407.18,366460.3,vendido,Separado/Vendido,10,$1505,65.81,0,65.81
MT,Matera,MT-A,Torre A,AX06 - 39.43 - 1 dorm - Interna,A1006,1,354607.13,S/ 354.61,0,disponible,Disponible,10,$2063,41.82,0,41.82
NP,Torre Nápoles,NP-A,Torre A,AX06 - 68.65 - 3 dorm - Exterior,A1006,3,420192.85,S/ 420.19,0,disponible,Disponible,10,$1489,68.65,0,68.65
MT,Matera,MT-A,Torre A,AX07 - 37.75 - 1 dorm - Interna,A1007,1,300169.12,S/ 300.17,270153,vendido,Separado/Vendido,10,$1824,40.02,0,40.02
NP,Torre Nápoles,NP-A,Torre A,AX07 - 57.06 - 2 dorm - Interna,A1007,2,345055.79,S/ 345.06,0,disponible,Disponible,10,$1471,57.06,0,57.06
NP,Torre Nápoles,NP-A,Torre A,AX08 - 38 - 1 dorm - Interna,A1008,1,252423.13,S/ 252.42,0,disponible,Disponible,10,$1532,40.09,0,40.09
MT,Matera,MT-A,Torre A,AX08 - 53.93 - 2 dorm - Interna,A1008,2,453131.84,S/ 453.13,395756.02,proceso de separación,Separado/Vendido,10,$1983,53.93,0,53.93
NP,Torre Nápoles,NP-A,Torre A,AX09 - 38.06 - 1 dorm - Interna,A1009,1,252297.21,S/ 252.30,0,disponible,Disponible,10,$1532,40.07,0,40.07
MT,Matera,MT-A,Torre A,AX09 - 70.63 - 3 dorm - Interna,A1009,3,575556.02,S/ 575.56,0,disponible,Disponible,10,$1970,71.08,0,71.08
NP,Torre Nápoles,NP-A,Torre A,AX10 - 36.98 - 1 dorm - Interna,A1010,1,254255.53,S/ 254.26,0,disponible,Disponible,10,$1540,40.16,0,40.16
CP,Capadocia,CP-B,Torre B,BX01 - 50.29 - 2 dorm - Interna,B1001,2,409978.94,S/ 409.98,358000,vendido,Separado/Vendido,10,$1873,50.29,0,50.29
MT,Matera,MT-B,Torre B,BX01 - 58.04 - 2 dorm - Interna,B1001,2,497467.29,S/ 497.47,0,disponible,Disponible,10,$2132,56.75,0,56.75
MT,Matera,MT-B,Torre B,BX02 - 55.29 - 2 dorm - Interna,B1002,2,473896.73,S/ 473.90,0,disponible,Disponible,10,$2085,55.29,0,55.29
CP,Capadocia,CP-B,Torre B,BX02 - 63.07 - 2 dorm - Externa,B1002,2,612945.79,S/ 612.95,0,no disponible,No Disponible,10,$2302,63.07,0,63.07
MT,Matera,MT-B,Torre B,BX03 - 36.31 - 1 dorm - Interna,B1003,1,288718.96,S/ 288.72,259847.06,vendido,Separado/Vendido,10,$1930,36.39,0,36.39
CP,Capadocia,CP-B,Torre B,BX03 - 66.87 - 2 dorm - Externa,B1003,2,623021.71,S/ 623.02,548259.1,vendido,Separado/Vendido,10,$2158,66.87,0,66.87
MT,Matera,MT-B,Torre B,BX04 - 39.50 - 1 dorm - Interna,B1004,1,355236.67,S/ 355.24,0,disponible,Disponible,10,$2160,40,0,40
CP,Capadocia,CP-B,Torre B,BX04 - 78.12 - 3 dorm - Externa,B1004,3,765558.64,S/ 765.56,0,no disponible,No Disponible,10,$2321,78.12,0,78.12
CP,Capadocia,CP-B,Torre B,BX05 - 57.36 - 2 dorm - Interna,B1005,2,511382.65,S/ 511.38,0,no disponible,No Disponible,10,$2112,57.36,0,57.36
MT,Matera,MT-B,Torre B,BX05 - 70.28 - 2 dorm - Externa,B1005,3,646888.35,S/ 646.89,0,disponible,Disponible,10,$2220,70.88,0,70.88
CP,Capadocia,CP-B,Torre B,BX06 - 65.28 - 3 dorm - Interna,B1006,3,525889.32,S/ 525.89,463000,vendido,Separado/Vendido,10,$1870,65.15,0,65.15
MT,Matera,MT-B,Torre B,BX06 - 67.82 - 3 dorm - Externa,B1006,3,638562.98,S/ 638.56,0,disponible,Disponible,10,$2278,68.18,0,68.18
CP,Capadocia,CP-B,Torre B,BX07 - 69.52 - 3 dorm - Interna,B1007,3,561163.86,S/ 561.16,0,disponible,Disponible,10,$1912,69.52,0,69.52
CP,Capadocia,CP-B,Torre B,BX08 - 54.12 - 2 dorm - Interna,B1008,2,460762.92,S/ 460.76,0,disponible,Disponible,10,$2016,54.12,0,54.12
TZ,Tizón y Bueno,,,Tipo 01 - A,1001,2,390673.33,S/ 390.67,351606.15,vendido,Separado/Vendido,10,$1646,56.21,0,56.21
TZ,Tizón y Bueno,,,Tipo 02 - A,1002,3,539017.78,S/ 539.02,485116.46,vendido,Separado/Vendido,10,$1677,76.12,0,76.12
TZ,Tizón y Bueno,,,Tipo 03 - A,1003,3,417854.44,S/ 417.85,376068.52,vendido,Separado/Vendido,10,$1510,65.54,0,65.54
TZ,Tizón y Bueno,,,Tipo 04,1004,3,454543.33,S/ 454.54,409089,vendido,Separado/Vendido,10,$1500,71.77,0,71.77
TZ,Tizón y Bueno,,,Tipo 05,1005,2,386324.44,S/ 386.32,347692,vendido,Separado/Vendido,10,$1624,56.34,0,56.34
TZ,Tizón y Bueno,,,Tipo 06,1006,2,322366.67,S/ 322.37,290130,vendido,Separado/Vendido,10,$1500,50.9,0,50.9
TZ,Tizón y Bueno,,,Tipo 07,1007,3,516194.44,S/ 516.19,464575,vendido,Separado/Vendido,10,$1718,71.18,0,71.18
SL,Sialia,,,Tipo 1,1001,1,278666.67,S/ 278.67,0,disponible,Disponible,10,$1650,40,0,40
CRUZ,Edificio Santa Cruz Infinite,,,Tipo 1,1001,3,529200,S/ 529.20,529200,vendido,Separado/Vendido,10,$1938,71.85,0,71.85
MA,Edificio Mariategui,,,Tipo 1,1001,3,562900,S/ 562.90,546013,vendido,Separado/Vendido,10,$1821,78.9,0,78.9
GY,Alicanto,,,Tipo 1,1001,3,575612.3,S/ 575.61,0,disponible,Disponible,10,$1734,78.61,0,78.61
CUBA,Edificio Cuba Connect,,,Tipo 1,1001,3,609613,S/ 609.61,526686,vendido,Separado/Vendido,10,$1762,78.67,0,78.67
URT,Los Jardines de Urteaga,,,Tipo 1,1001,3,675928,S/ 675.93,675928,vendido,Separado/Vendido,10,$1705,104.31,0,104.31
EEUU,Edificio Urbanzen,,,Tipo 1,1001,3,709818.2,S/ 709.82,568707.48,vendido,Separado/Vendido,10,$1848,81,0,81
FX,Fenix,,,Tipo 1D,1001,3,513022.66,S/ 513.02,458499.38,vendido,Separado/Vendido,10,$1730,69.75,0,69.75
SL,Sialia,,,TIPO 2,1002,2,362963.33,S/ 362.96,326667,proceso de separación,Separado/Vendido,10,$1500,57.31,0,57.31
CUBA,Edificio Cuba Connect,,,TIPO 2,1002,1,381018,S/ 381.02,381018,vendido,Separado/Vendido,10,$2039,49.17,0,49.17
CRUZ,Edificio Santa Cruz Infinite,,,TIPO 2,1002,1,522800,S/ 522.80,522800,vendido,Separado/Vendido,10,$1939,70.94,0,70.94
GY,Alicanto,,,TIPO 2,1002,3,562602.22,S/ 562.60,509000,vendido,Separado/Vendido,10,$1654,81,0,81
URT,Los Jardines de Urteaga,,,TIPO 2,1002,3,622274,S/ 622.27,571160,vendido,Separado/Vendido,10,$1565,96.03,0,96.03
EEUU,Edificio Urbanzen,,,TIPO 2,1002,3,636170,S/ 636.17,0,disponible,Disponible,10,$2150,70.08,0,70.08
FX,Fenix,,,Tipo 2D,1002,2,401979.2,S/ 401.98,361781.28,vendido,Separado/Vendido,10,$1680,56.67,0,56.67
GY,Alicanto,,,Tipo 3,1003,1,283657.46,S/ 283.66,0,disponible,Disponible,10,$1679,40.02,0,40.02
EEUU,Edificio Urbanzen,,,Tipo 3,1003,1,371471.11,S/ 371.47,325000,vendido,Separado/Vendido,10,$2017,42.4,0,42.4
SL,Sialia,,,Tipo 3,1003,2,372020,S/ 372.02,0,disponible,Disponible,10,$1800,48.95,0,48.95
CRUZ,Edificio Santa Cruz Infinite,,,Tipo 3,1003,3,531300,S/ 531.30,531300,vendido,Separado/Vendido,10,$1983,70.52,0,70.52
MA,Edificio Mariategui,,,Tipo 3,1003,3,566153.07,S/ 566.15,507506,vendido,Separado/Vendido,10,$1683,79.36,0,79.36
CUBA,Edificio Cuba Connect,,,Tipo 3,1003,3,646344,S/ 646.34,624000,vendido,Separado/Vendido,10,$1969,83.41,0,83.41
FX,Fenix,,,Tipo 3A,1003,3,489371.6,S/ 489.37,0,disponible,Disponible,10,$1710,67.78,0,67.78
GY,Alicanto,,,Tipo 4,1004,2,372381.14,S/ 372.38,324695.4,vendido,Separado/Vendido,10,$1624,52.61,0,52.61
CRUZ,Edificio Santa Cruz Infinite,,,Tipo 4,1004,3,533800,S/ 533.80,507110,vendido,Separado/Vendido,10,$1884,70.85,0,70.85
SL,Sialia,,,Tipo 4,1004,3,539846.58,S/ 539.85,0,disponible,Disponible,10,$1810,70.64,0,70.64
CUBA,Edificio Cuba Connect,,,Tipo 4,1004,3,601012,S/ 601.01,576971.52,vendido,Separado/Vendido,10,$1958,77.56,0,77.56
EEUU,Edificio Urbanzen,,,Tipo 4,1004,3,611003.69,S/ 611.00,545000,vendido,Separado/Vendido,10,$1913,74.98,0,74.98
FX,Fenix,,,Tipo 4A,1004,2,331550,S/ 331.55,298395,vendido,Separado/Vendido,10,$1500,52.35,0,52.35
GY,Alicanto,,,TIPO 5,1005,2,389042.38,S/ 389.04,328701.66,vendido,Separado/Vendido,10,$1603,53.96,0,53.96
SL,Sialia,,,TIPO 5,1005,3,465025,S/ 465.03,380000,vendido,Separado/Vendido,10,$1498,66.75,0,66.75
CRUZ,Edificio Santa Cruz Infinite,,,TIPO 5,1005,3,536900,S/ 536.90,473955,vendido,Separado/Vendido,10,$1750,71.27,0,71.27
CUBA,Edificio Cuba Connect,,,TIPO 5,1005,3,651303,S/ 651.30,563389,vendido,Separado/Vendido,10,$1764,84.05,0,84.05
FX,Fenix,,,Tipo 5A,1005,3,433000,S/ 433.00,390000,vendido,Separado/Vendido,10,$1539,65.99,1.06,67.05
GY,Alicanto,,,TIPO 6,1006,3,456552.64,S/ 456.55,0,disponible,Disponible,10,$1556,69.49,0,69.49
CRUZ,Edificio Santa Cruz Infinite,,,TIPO 6,1006,3,548200,S/ 548.20,548200,vendido,Separado/Vendido,10,$1983,72.76,0,72.76
CUBA,Edificio Cuba Connect,,,TIPO 6,1006,3,629520,S/ 629.52,586748.8,vendido,Separado/Vendido,10,$1848,83.56,0,83.56
SL,Sialia,,,Tipo 6A,1006,3,407840.07,S/ 407.84,0,disponible,Disponible,10,$1470,65.71,0,65.71
SL,Sialia,,,Tipo 7,1007,3,500793.56,S/ 500.79,0,disponible,Disponible,10,$1700,69.77,0,69.77
SL,Sialia,,,Tipo 8A,1008,3,431449.47,S/ 431.45,0,disponible,Disponible,10,$1460,69.99,0,69.99
MD,Modena,,,X01 - 40.02 - 1 dorm - Interior,1001,1,326619.56,S/ 326.62,0,disponible,Disponible,10,$1933,40.02,0,40.02
MD,Modena,,,X02 - 73.02 - 3 dorm - Exterior,1002,3,590402.35,S/ 590.40,517063.74,vendido,Separado/Vendido,10,$1863,73.02,0,73.02
MD,Modena,,,X03 - 57.39 - 2 dorm - Exterior,1003,2,468183.92,S/ 468.18,407320,proceso de separación,Separado/Vendido,10,$1877,57.1,0,57.1
MD,Modena,,,X04 - 54.76 - 2 dorm - Exterior,1004,2,448259.47,S/ 448.26,0,disponible,Disponible,10,$1942,54.67,0,54.67
MD,Modena,,,X05 - 76.41 - 3 dorm - Exterior,1005,3,617003.6,S/ 617.00,537496.57,vendido,Separado/Vendido,10,$1854,76.31,0,76.31
MD,Modena,,,X06 - 38.20 - 1 dorm - Interior,1006,1,327190.85,S/ 327.19,0,disponible,Disponible,10,$1933,40.09,0,40.09
MD,Modena,,,X07 - 48.64 - 2 dorm - Interior,1007,2,382199.88,S/ 382.20,336821,vendido,Separado/Vendido,10,$1822,48.64,0,48.64
MD,Modena,,,X08 - 73.56 - 3 dorm - Interior,1008,3,551412.27,S/ 551.41,479729,proceso de separación,Separado/Vendido,10,$1716,73.55,0,73.55
MD,Modena,,,X09 - 53.05 - 2 dorm - Interior,1009,2,416616.73,S/ 416.62,0,disponible,Disponible,10,$1861,53.02,0,53.02
NP,Torre Nápoles,NP-B,Torre B,,A1116,,187536.72,S/ 187.54,0,no disponible,No Disponible,11,$1512,30.17,0,30.17
NP,Torre Nápoles,NP-B,Torre B,,B1102,,189414.4,S/ 189.41,0,no disponible,No Disponible,11,$1595,28.89,0,28.89
NP,Torre Nápoles,NP-B,Torre B,,A1115,,229817.95,S/ 229.82,0,no disponible,No Disponible,11,$1479,37.8,0,37.8
NP,Torre Nápoles,NP-B,Torre B,,B1105,,230365.14,S/ 230.37,0,no disponible,No Disponible,11,$1479,37.89,0,37.89
NP,Torre Nápoles,NP-B,Torre B,,A1112,,313232.53,S/ 313.23,0,no disponible,No Disponible,11,$1454,52.4,0,52.4
NP,Torre Nápoles,NP-B,Torre B,,A1111,,331046.13,S/ 331.05,0,no disponible,No Disponible,11,$1454,55.38,0,55.38
NP,Torre Nápoles,NP-B,Torre B,,B1101,,332522.66,S/ 332.52,0,no disponible,No Disponible,11,$1537,52.63,0,52.63
NP,Torre Nápoles,NP-B,Torre B,,B1104,,334367.43,S/ 334.37,0,no disponible,No Disponible,11,$1437,56.58,0,56.58
NP,Torre Nápoles,NP-B,Torre B,,A1114,,354650.18,S/ 354.65,0,no disponible,No Disponible,11,$1462,59,0,59
NP,Torre Nápoles,NP-B,Torre B,,A1113,,356693.93,S/ 356.69,0,no disponible,No Disponible,11,$1462,59.34,0,59.34
NP,Torre Nápoles,NP-B,Torre B,,B1103,,427065.23,S/ 427.07,0,no disponible,No Disponible,11,$1520,68.33,0,68.33
ES,Edificio Saenz,,,1,1101,3,640344,S/ 640.34,640344,vendido,Separado/Vendido,11,$2140,78.73,0,78.73
ES,Edificio Saenz,,,2,1102,3,494000,S/ 494.00,474000,proceso de separación,Separado/Vendido,11,$1665,74.92,0,74.92
ES,Edificio Saenz,,,3,1103,3,494000,S/ 494.00,484000,proceso de separación,Separado/Vendido,11,$1700,74.92,0,74.92
ES,Edificio Saenz,,,4,1104,3,501900,S/ 501.90,393720,proceso de separación,Separado/Vendido,11,$1324,78.26,0,78.26
ES,Edificio Saenz,,,5,1105,3,515900,S/ 515.90,515900,vendido,Separado/Vendido,11,$1669,80.16,1.94,82.1
ES,Edificio Saenz,,,6,1106,3,495700,S/ 495.70,495700,proceso de separación,Separado/Vendido,11,$1684,76.19,2.17,78.36
MT,Matera,MT-A,Torre A,AX01 - 54.57 - 2 dorm - Exterior,A1101,2,502286.53,S/ 502.29,366500,vendido,Separado/Vendido,11,$1803,54.94,0,54.94
NP,Torre Nápoles,NP-A,Torre A,AX01 - 57.04 - 2 dorm - Exterior,A1101,2,359839.96,S/ 359.84,0,disponible,Disponible,11,$1535,57.04,0,57.04
CP,Capadocia,CP-A,Torre A,AX01 - 68.81 - 3 dorm - Exterior,A1101,3,596882.96,S/ 596.88,0,disponible,Disponible,11,$2054,68.81,0,68.81
CP,Capadocia,CP-A,Torre A,AX02 - 40.13 - 1 dorm - Exterior,A1102,1,364218.06,S/ 364.22,0,disponible,Disponible,11,$2150,40.13,0,40.13
MT,Matera,MT-A,Torre A,AX02 - 54.57 - 1 dorm - Exterior,A1102,1,351195.27,S/ 351.20,316075.74,vendido,Separado/Vendido,11,$2125,40.2,0,40.2
NP,Torre Nápoles,NP-A,Torre A,AX02 - 55.48 - 2 dorm - Exterior,A1102,2,351904.15,S/ 351.90,0,disponible,Disponible,11,$1543,55.48,0,55.48
NP,Torre Nápoles,NP-A,Torre A,AX03 - 39.01 - 1 dorm - Exterior,A1103,1,262745.05,S/ 262.75,0,disponible,Disponible,11,$1593,40.12,0,40.12
CP,Capadocia,CP-A,Torre A,AX03 - 71.88 - 3 dorm - Exterior,A1103,3,623513.26,S/ 623.51,0,disponible,Disponible,11,$2054,71.88,0,71.88
MT,Matera,MT-A,Torre A,AX03 - 76.85 - 3 dorm - Exterior,A1103,3,704116.78,S/ 704.12,0,disponible,Disponible,11,$2213,77.4,0,77.4
NP,Torre Nápoles,NP-A,Torre A,AX04 - 66.68 - 3 dorm - Interna,A1104,3,402983.96,S/ 402.98,0,disponible,Disponible,11,$1497,65.49,0,65.49
MT,Matera,MT-A,Torre A,AX04 - 67.60 - 3 dorm - Interna,A1104,3,548010.67,S/ 548.01,0,disponible,Disponible,11,$1961,67.98,0,67.98
MT,Matera,MT-A,Torre A,AX05 - 65.50 - 2 dorm - Interna,A1105,2,481882.22,S/ 481.88,0,disponible,Disponible,11,$2074,56.51,0,56.51
NP,Torre Nápoles,NP-A,Torre A,AX05 - 65.81 - 3 dorm - Exterior,A1105,3,404986.65,S/ 404.99,0,disponible,Disponible,11,$1497,65.81,0,65.81
MT,Matera,MT-A,Torre A,AX06 - 39.43 - 1 dorm - Interna,A1106,1,352942.31,S/ 352.94,0,disponible,Disponible,11,$2053,41.82,0,41.82
NP,Torre Nápoles,NP-A,Torre A,AX06 - 68.65 - 3 dorm - Exterior,A1106,3,417906.81,S/ 417.91,0,disponible,Disponible,11,$1481,68.65,0,68.65
MT,Matera,MT-A,Torre A,AX07 - 37.75 - 1 dorm - Interna,A1107,1,298653.12,S/ 298.65,268787.8,vendido,Separado/Vendido,11,$1815,40.02,0,40.02
NP,Torre Nápoles,NP-A,Torre A,AX07 - 57.06 - 2 dorm - Interna,A1107,2,343155.69,S/ 343.16,0,disponible,Disponible,11,$1463,57.06,0,57.06
NP,Torre Nápoles,NP-A,Torre A,AX08 - 38 - 1 dorm - Interna,A1108,1,251088.13,S/ 251.09,0,disponible,Disponible,11,$1523,40.09,0,40.09
MT,Matera,MT-A,Torre A,AX08 - 53.93 - 2 dorm - Interna,A1108,2,405000.82,S/ 405.00,364500.73,vendido,Separado/Vendido,11,$1827,53.93,0,53.93
NP,Torre Nápoles,NP-A,Torre A,AX09 - 38.06 - 1 dorm - Interna,A1109,1,250962.87,S/ 250.96,0,disponible,Disponible,11,$1523,40.07,0,40.07
MT,Matera,MT-A,Torre A,AX09 - 70.63 - 3 dorm - Interna,A1109,3,572573.87,S/ 572.57,0,disponible,Disponible,11,$1959,71.08,0,71.08
NP,Torre Nápoles,NP-A,Torre A,AX10 - 36.98 - 1 dorm - Interna,A1110,1,252918.21,S/ 252.92,0,disponible,Disponible,11,$1532,40.16,0,40.16
CP,Capadocia,CP-B,Torre B,BX01 - 50.29 - 2 dorm - Interna,B1101,2,407959.34,S/ 407.96,359004.21,vendido,Separado/Vendido,11,$1879,50.29,0,50.29
MT,Matera,MT-B,Torre B,BX01 - 58.04 - 2 dorm - Interna,B1101,2,495016.71,S/ 495.02,0,disponible,Disponible,11,$2122,56.75,0,56.75
MT,Matera,MT-B,Torre B,BX02 - 55.29 - 2 dorm - Interna,B1102,2,471562.27,S/ 471.56,0,disponible,Disponible,11,$2075,55.29,0,55.29
CP,Capadocia,CP-B,Torre B,BX02 - 63.07 - 2 dorm - Externa,B1102,2,610412.96,S/ 610.41,0,disponible,Disponible,11,$2292,63.07,0,63.07
MT,Matera,MT-B,Torre B,BX03 - 36.31 - 1 dorm - Interna,B1103,1,287260.79,S/ 287.26,259000,vendido,Separado/Vendido,11,$1924,36.39,0,36.39
CP,Capadocia,CP-B,Torre B,BX03 - 66.87 - 2 dorm - Externa,B1103,2,620336.27,S/ 620.34,0,no disponible,No Disponible,11,$2197,66.87,0,66.87
MT,Matera,MT-B,Torre B,BX04 - 39.50 - 1 dorm - Interna,B1104,1,353568.89,S/ 353.57,0,disponible,Disponible,11,$2150,40,0,40
CP,Capadocia,CP-B,Torre B,BX04 - 78.12 - 3 dorm - Externa,B1104,3,775124,S/ 775.12,0,disponible,Disponible,11,$2350,78.12,0,78.12
CP,Capadocia,CP-B,Torre B,BX05 - 57.36 - 2 dorm - Interna,B1105,2,509079.13,S/ 509.08,444000,vendido,Separado/Vendido,11,$2037,57.36,0,57.36
